stationId,stationName,latitude,longitude
ST-2276,676.FITI시험연구원 앞,37.58143234,127.03547668
ST-2278,678.장안힐스테이트(아) 앞,37.57655716,127.07431030
ST-2279,679.전농SK아파트 앞,37.57787704,127.06168365
ST-2280,680.꿈마루어린이도서관 앞,37.59238434,127.05741119
ST-2281,681.서울특별시 동부교육지원청(육교),37.57983780,127.05637360
ST-308,700. KB국민은행 염창역 지점 앞,37.54684830,126.87277222
ST-309,701. 목동사거리 부근,37.53280258,126.86392975
ST-310,702. 목4동주민센터 옆,37.53254318,126.86872864
ST-311,703. 오목교역 7번출구 앞,37.52362823,126.87524414
ST-312,704. 남부법원검찰청 교차로,37.52325439,126.86490631
ST-313,706. 신정네거리역,37.52188110,126.85175323
ST-315,708. 서울출입국관리사무소 앞,37.51897049,126.86996460
ST-316,709. 신정3동 현장민원실 앞,37.51158524,126.84156036
ST-317,710. 금옥여고보도육교,37.50971222,126.84416962
ST-318,711. 신일해피트리아파트 앞,37.51705933,126.84848785
ST-320,713. 양서중학교 옆,37.53304672,126.82995605
ST-321,714. 한국SGI 양천문화회관 앞,37.53254700,126.83080292
ST-428,716.신정6동 주민센터 인근,37.51731873,126.86431885
ST-431,719. 홍익병원앞 교차로,37.53109741,126.86402893
ST-432,720. 서울강월초등학교 앞,37.51619720,126.83489990
ST-993,722. 경서농협 버스정류장(우리은행신정동지점방향),37.52151108,126.85738373
ST-994,723. SBS방송국,37.52916336,126.87274933
ST-995,724. 계남공원 입구 주출입구 좌측,37.51059723,126.85732269
ST-996,725. 양강중학교앞 교차로,37.52433395,126.85054779
ST-997,726. 목동3단지 시내버스정류장,37.53438950,126.86959839
ST-1000,729. 서부식자재마트 건너편,37.51037979,126.86679840
ST-1002,731. 서울시 도로환경관리센터,37.52989960,126.87654114
ST-1004,733. 신정이펜하우스314동,37.51409912,126.83100128
ST-1005,734. 신트리공원 입구,37.51395035,126.85605621
ST-1006,735. 영도초등학교,37.53637695,126.87151337
ST-1007,736. 오솔길공원,37.52219009,126.83670044
ST-1008,737. 장수공원,37.52232742,126.84883881
ST-1010,739. 신월사거리,37.53699493,126.82728577
ST-1011,740. 으뜸공원,37.53636932,126.83171082
ST-1012,741. 화곡로 입구 교차로,37.53952026,126.82540131
ST-1013,742. 등촌역 5번 출구 뒤,37.55073166,126.86457825
ST-1014,743. 현대6차아파트 101동 옆,37.50889969,126.84268188
ST-1015,744. 신목동역 2번 출구,37.54384232,126.88254547
ST-1017,746. 목동2단지 상가,37.53650284,126.87774658
ST-1018,747. 목동3단지 상가,37.53458023,126.87564850
ST-1019,748. 목동운동장,37.53025055,126.87930298
ST-1350,749. 이대목동병원보도육교,37.53722763,126.88661194
ST-1398,750. 연의근린공원 건너편,37.51215744,126.83562469
ST-1400,752. 성원2차 아파트,37.54218292,126.86330414
ST-1495,754. 목동1단지아파트 118동 앞,37.54114151,126.87667847
ST-1496,755. 목동1단지아파트 상가 앞,37.53786850,126.88140869
ST-1497,756. 목동주차장,37.52667999,126.87616730
ST-1498,757. 신정이펜하우스 1단지아파트 입구 사거리,37.51427841,126.82874298
ST-1499,758. 한사랑교회 앞,37.51472092,126.85919952
ST-1500,759. 보아스아파트 앞,37.52407074,126.83860016
ST-1501,760. 잣절보도육교 아래,37.50682068,126.84429932
ST-1503,762. 오목로 무중력지대 앞,37.52474213,126.87766266
ST-1504,763. 목동11단지 아파트,37.51065826,126.85916138
ST-1731,765. 오목교역 3번출구,37.52477646,126.87548065
ST-1736,766. 신목동역 3번출구,37.54394913,126.88346100
ST-1993,767.신정숲속마을아파트,37.50574493,126.83631134
ST-1994,768.목동5단지아파트 501동,37.53566742,126.88158417
ST-1995,769.CBS방송국 앞,37.52785492,126.87467194
ST-1996,770.목동역5번출구 교통정보센터 앞,37.52571487,126.86486816
ST-1997,771.목동아파트 703동 앞,37.52820587,126.87016296
ST-1999,"773.염창역 3, 4번 출구 사이",37.54670715,126.87457275
ST-2000,774.등촌역 4번 출구 ,37.54950714,126.86721802
ST-2001,775.세종그랑시아 앞(102동),37.53837585,126.86383057
ST-2002,776.목마공원,37.53874207,126.88568115
ST-2003,777.신월6차보람아파트 앞,37.52988815,126.83500671
ST-2005,779. 신정1동 주민센터 앞,37.51854324,126.85388184
ST-2006,780.신정교 하부,37.51733780,126.87764740
ST-2007,781.신정보도육교 아래,37.51759338,126.87655640
ST-2008,782.서남병원 후문,37.51167297,126.83274078
ST-2011,"785.양천구청, 보건소 사잇길",37.51747513,126.86632538
ST-2012,786.목동아파트 8단지 상가동 앞,37.52007294,126.86830139
ST-2013,787.양천아파트 입구,37.50790405,126.86264801
ST-2014,788.양천구청역 2번출구 옆,37.51228714,126.86528015
ST-2016,791.현대하이페리온,37.52490616,126.86978912
ST-2017,792.목동트라팰리스 웨스턴에비뉴,37.52537155,126.87092590
ST-2039,793.목동5단지아파트 534동,37.53302002,126.87789917
ST-2395,794.양천문화회관,37.51686478,126.86296082
ST-2396,795.양천 해누리타운,37.51584244,126.86411285
ST-2397,796.목동아파트 14단지 B상가 앞,37.51466370,126.87194061
ST-2398,797.목동아파트 1422동 1434동 사잇길,37.51515579,126.87248993
ST-322,800. 목월공원 앞,37.53243256,126.95474243
ST-324,802. 한강진역 2번 출구 앞,37.54115295,127.00221252
ST-326,805. 문배어린이공원 앞,37.53675842,126.97000122
ST-327,806. 전자랜드 본관 앞,37.53306580,126.96073151
ST-328,807. 서울역 12번 출구 앞,37.55227661,126.97268677
ST-329,808. 서빙고동 금호맨션 앞,37.52050400,126.98973846
ST-330,809. 한남 유수지 복개주차장,37.53016663,127.00743866
ST-331,810. 이태원지하보도,37.53841019,126.98664856
ST-332,811. 녹사평역1번출구,37.53507996,126.98538208
ST-334,813. 삼각지역 3번출구,37.53351212,126.97227478
ST-335,815. LIG강촌아파트 103동앞,37.51850891,126.97879791
ST-435,816. 신용산역 6번출구 앞,37.53014755,126.96848297
ST-436,817. 삼각지역 4번출구 앞,37.53345108,126.97173309
ST-437,818. 숙명여대 입구 교차로,37.54489517,126.96938324
ST-438,819. 선린인터넷 고등학교,37.54165268,126.97050476
ST-439,820. 청파동입구 교차로,37.54902649,126.97194672
ST-441,823. 효창동주민센터 앞,37.54232025,126.96195984
ST-442,825. 서빙고동 주민센터 앞,37.52033615,126.99426270
ST-946,826. 서울역 서부교차로2,37.55536652,126.96864319
ST-1324,827. 국군복지단,37.54188538,126.97966003
ST-1325,828. 숙대입구역 8번,37.54407883,126.97200012
ST-1326,829. 한강대교 북단 교차로,37.52293015,126.96169281
ST-1327,830. 강변삼성스위트아파트 앞,37.53442383,126.94857025
ST-1339,832. 이촌1동 주민센터 뒤,37.52128220,126.97346497
ST-1341,834. 효창공원앞역 3번출구 뒤,37.53900909,126.96138000
ST-1343,836. 현대자동차서비스 앞,37.53142166,126.95149994
ST-1344,837. 한남나들목 입구,37.52898788,127.00662231
ST-1376,838. 숙대입구역 4번출구,37.54446030,126.97238922
ST-1441,839. 보광동 삼성리버빌아파트 앞,37.52400970,127.00144958
ST-1442,840. 용산 파크타워 앞,37.52365112,126.97026825
ST-1443,841. 신용산역 1번 출구,37.52960968,126.96887207
ST-1446,844. 이촌2동 동원베네스트 아파트 앞,37.52714920,126.95516205
ST-1615,845. 용산 선인상가,37.53269958,126.96437836
ST-1721,846. 용산중학교,37.54650116,126.98094940
ST-2172,848. 삼각지12번 출구,37.53488922,126.97562408
ST-2173,849. 삼각지 자이아파트,37.53607941,126.97341919
ST-2174,850. KCC용산월츠타워 ,37.53739929,126.96892548
ST-2175,851.효창 푸르지오 앞,37.54047775,126.95811462
ST-2176,852. 청암자이아파트 앞,37.53452682,126.94718170
ST-2177,853.용산역 맞은편,37.52848816,126.96584320
ST-2178,854.HID 유족동지회 앞,37.53850937,127.00148010
ST-2179,855.이촌역5번출구 앞,37.52272415,126.97277069
ST-2181,857. 현대 안성타워,37.53508759,126.99797058
ST-2182,858.녹사평역3번 출구,37.53440857,126.98689270
ST-2183,859.남산공원 야외식물원 앞,37.54188538,126.99586487
ST-2184,860.LG한강 자이아파트 앞,37.52074814,126.97082520
ST-2187,863.이촌역2번 출구,37.52177048,126.97700500
ST-2188,864.순천향대학병원(한남오거리),37.53514099,127.00600433
ST-2190,866.브라운스톤 남산아파트,37.55154800,126.97686005
ST-2191,867.서빙고역 광장(1번출구),37.51990891,126.98923492
ST-2239,869.노들섬 동측 앞,37.51729584,126.95914459
ST-2240,870.노들섬 서측 앞,37.51731873,126.95829773
ST-448,900. 은평예술회관,37.60394287,126.92769623
ST-450,902. 진관동 은빛초등학교,37.64310837,126.91822052
ST-451,903. 은평뉴타운 아이파크,37.64586639,126.92739105
ST-452,904. 은평뉴타운 푸르지오,37.64867401,126.93070221
ST-453,905. 구파발역 2번출구,37.63623428,126.91899872
ST-454,906. 연신내역 5번출구,37.61721039,126.91957855
ST-455,907. CJ 드림시티,37.59946060,126.91697693
ST-456,908. 구산역 4번출구,37.61318588,126.91735077
ST-457,909. 백련산 힐스테이트 3차,37.58699417,126.92288208
ST-459,911. 은평평화공원(역촌역4번출구),37.60558319,126.92293549
ST-460,912. 응암오거리,37.58966064,126.91694641
ST-461,913. 이마트 버스정류장(서부경찰서 방면),37.60070038,126.92012787
ST-462,914. 새절역 2번출구,37.59079742,126.91365051
ST-463,915. 증산역 4번출구,37.58438110,126.90989685
ST-464,916. 평생학습관 앞,37.60784912,126.92132568
ST-465,917. 녹번역 3번출구,37.60076141,126.93537140
ST-467,919. 서울혁신파크,37.60702515,126.93331146
ST-469,921. 신도고등학교,37.63001633,126.91902924
ST-470,922. 연신내역 4번출구,37.61780167,126.92196655
ST-471,923. 국민은행 연서지점,37.62094879,126.92563629
ST-473,925. 불광역 2번출구,37.60956573,126.93097687
ST-475,927. 연신내역 3번출구 인근,37.61785507,126.92252350
ST-476,928. 은평역사한옥박물관,37.64131546,126.93804169
ST-478,930. 구 서부경찰서 건너편,37.60166168,126.92030334
ST-479,931. 역촌파출소,37.60473633,126.91533661
ST-480,932. 예일여중,37.61000443,126.91639709
ST-481,933. 역촌종합시장 버스정류장(예일여고 방면),37.61248398,126.91487885
ST-1023,937. 상림마을 롯데캐슬2단지 옆,37.64585114,126.92379761
ST-1024,938. 금암 문화공원,37.64468384,126.91845703
ST-1025,939. 은평구청 교차로,37.60169983,126.92742157
ST-1027,941. 은평뉴타운 도서관,37.63722229,126.93330383
ST-1028,942. 상림마을 생태공원,37.64408112,126.92928314
ST-1029,943. 은평구청 보건소,37.60240173,126.92864990
ST-1031,945. 기자촌 사거리 A,37.63414001,126.93234253
ST-1032,946. 독바위역 ,37.61843872,126.93288422
ST-1033,947. 연신내 선일하이츠빌 정류소,37.62266922,126.91999054
ST-1034,948. 디지털미디어 시티역 4번출구(DMC역),37.57720184,126.90235138
ST-1035,949. 연신내역 1번 출구 ,37.61978149,126.92080688
ST-1036,950. 구산역 2번 출구 예일여고 버스정류장,37.60980225,126.91679382
ST-1038,952. 서울연신중학교,37.62265015,126.92524719
ST-1039,953. 서울연신초등학교,37.62577820,126.92881775
ST-1329,954. 은평뉴타운구파발9단지,37.64260864,126.92147827
ST-1331,956. 응암시장교차로,37.59441376,126.91801453
ST-1479,958. 본 서부병원 버스정류장(은평 세무서 방면),37.60036087,126.92281342
ST-1480,959. 구파발10단지 인근,37.64318466,126.91509247
ST-1481,960. 구파발역 환승센터,37.63825226,126.91945648
ST-1482,961. 불광역 9번 출구,37.61096954,126.92980957
ST-1483,962. 은평뉴타운 힐데스하임,37.63925934,126.91890717
ST-1484,963. 불광롯데캐슬아파트 앞,37.61280060,126.93217468
ST-1485,964. 북한산힐스테이트 7차아파트,37.61654282,126.92512512
ST-1486,965. 서울특별시 은평병원,37.59347916,126.92318726
ST-1487,966. 서울혁신파크1,37.60944748,126.93467712
ST-1488,967. 서울혁신파크2,37.60849762,126.93199921
ST-1489,968. 은평뉴타운 상림마을 13단지,37.64208984,126.92941284
ST-1490,969. 은평 지웰테라스,37.64339447,126.93213654
ST-1674,971. 역촌 센트레빌 아파트,37.60232925,126.90654755
ST-2241,973.제각말푸르지오 5-1단지 아파트,37.63734818,126.93584442
ST-2242,974.연신초등학교옆 마을마당,37.62672043,126.92901611
ST-2243,975.백련산 힐스테이트상가앞,37.59036255,126.92301178
ST-2244,976.진관고등학교앞,37.64350891,126.92410278
ST-2245,977.신도중학교앞,37.63310242,126.93150330
ST-2246,978.녹번 힐스테이트상가앞,37.60100937,126.93592834
ST-2247,979.원풍빌라앞,37.59186172,126.90608215
ST-2250,982. 녹번초등학교(서오릉로),37.60412598,126.92508698
ST-2252,984.상신초등학교앞 버스정류장,37.59580994,126.91026306
ST-2253,985. 은평세무서 버스정류장(은평구청 방면),37.60119247,126.92638397
ST-2257,989. 신응교(가좌로) 앞,37.59181213,126.91483307
ST-2259,991.흥국사 정류장,37.65676880,126.94200897
ST-2260,992.북한산입구 정류장,37.65828705,126.94529724
ST-2261,993.은평뉴타운 은뜨락아파트앞,37.63028717,126.91956329
ST-2262,994.북한산생태공원입구(교통섬),37.61050797,126.93853760
ST-2263,995.은평다목적체육관,37.63140869,126.92540741
ST-2264,996.응암역2번출구 국민은행 앞,37.59996796,126.91572571
ST-485,1001. 광진교 남단 사거리(천호공원 방면),37.54179382,127.12474823
ST-486,1002. 해공공원(천호동),37.54526520,127.12593842
ST-487,1003. 해공도서관앞,37.54395676,127.12548828
ST-488,1004. 삼성광나루아파트 버스정류장,37.55332947,127.12886810
ST-490,1006. 롯데캐슬 115동앞,37.55486679,127.14279938
ST-491,1007.암사동 선사유적지,37.55955887,127.13087463
ST-492,1008. 암사역 3번출구(국민은행앞),37.54935455,127.12708282
ST-493,1009. 천호역4번출구(현대백화점),37.53866577,127.12424469
ST-494,1010. 강동세무서,37.53450775,127.13840485
ST-495,1011. LIGA 아파트 앞,37.53474426,127.13528442
ST-496,1012. 천호역효성해링턴타워 앞,37.53600693,127.12272644
ST-497,1013. 강동구청역 1번 출입구,37.53071594,127.12098694
ST-499,1015. 샛마을 근린공원,37.55003738,127.14691162
ST-500,1016. 해뜨는 주유소옆 리엔파크 109동앞,37.55939865,127.17118073
ST-501,1017. 둔촌고교입구 교차로(길동주민센터 방면),37.53544617,127.14518738
ST-502,1019. 다성이즈빌아파트(호원대 대각선 맞은편),37.52679443,127.13005829
ST-503,1020. 강동경찰서,37.52825165,127.12680054
ST-504,1021. 강일동 리슈빌 빌딩앞,37.56427383,127.17397308
ST-505,1022. 길동 사거리(초소앞),37.53377914,127.13799286
ST-1040,1023. 한국종합기술사옥 앞,37.54998398,127.17470551
ST-1041,1024.  강동구청 앞,37.52929688,127.12315369
ST-1042,1025. 상일초등학교,37.54684067,127.17251587
ST-1044,1027. 프라자 아파트 앞,37.53596115,127.14781952
ST-1045,1028. 포레스 주상복합 빌딩,37.53310776,127.12277222
ST-1046,1029. 성내어울터,37.53655624,127.12553406
ST-1047,1030. 미호 플랜트 앞,37.52703094,127.12206268
ST-1048,1031. 올림픽로 836(아리수로),37.55582047,127.12991333
ST-1049,1032. 선사고등학교,37.55672836,127.13626099
ST-1050,1033. 고덕동 아남아파트,37.55793381,127.14476776
ST-1051,1034. 고덕동 래미안 힐스테이트,37.56187820,127.15078735
ST-1053,1036. 고덕동 주양쇼핑,37.55199051,127.15331268
ST-1054,1037. 강일리버파크 6단지,37.56256485,127.17761230
ST-1055,1038. 강일 다솜 어린이 공원,37.56863785,127.17480469
ST-1056,1039. 고덕초등학교,37.56129837,127.16784668
ST-1058,1041. 묘곡초등학교,37.55916214,127.15332031
ST-1059,1042. 강일리버파크 2~5단지,37.56854630,127.17700958
ST-1061,1044. 굽은다리역,37.54540634,127.14267731
ST-1370,1048. 둔촌어린이공원,37.53099442,127.14237213
ST-1371,1049. 강일리버파크 10단지,37.56120300,127.18026733
ST-1420,1050.  둔촌역 3번 출입구,37.52678299,127.13557434
ST-1421,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",37.55483627,127.13732147
ST-1594,1053. 동명근린공원 진입로 (아리수로),37.56254578,127.16448212
ST-1595,1054. 말우물 어린이 공원,37.56002808,127.16967773
ST-1597,1056. 강일리버파크 7~11단지,37.56335449,127.17905426
ST-1598,1057. 능골근린공원,37.55580902,127.17374420
ST-1623,1058. 고덕숲 아이파크 1,37.55348206,127.16505432
ST-1626,1059. 래미안 강동팰리스(102동),37.53822708,127.13174438
ST-1620,1060. 천일초교 사거리,37.54467010,127.13267517
ST-1621,1061. 천호초교 입구 사거리(일주빌딩),37.54689789,127.13466644
ST-1622,1062. 고덕숲 아이파크 2,37.55107880,127.16259766
ST-1762,1063.강동롯데캐슬퍼스트 아파트(관리동),37.55666351,127.14273834
ST-1763,1064.중앙보훈병원역 1번출구,37.52779388,127.14764404
ST-1764,1065.보훈병원 후문옆(더 원커피),37.53120804,127.14926910
ST-1765,1066.생태공원앞 교차로(조명탑),37.53776550,127.15201569
ST-1766,1067.한영중고앞사거리,37.54903412,127.15605164
ST-1767,1068.명일파출소,37.55364990,127.15622711
ST-1831,1070.(시립)고덕평생학습관,37.55570221,127.15792084
ST-1833,1072.고덕역 5번출구,37.55486298,127.15372467
ST-1834,1073. SSTS 몰 앞,37.54114532,127.14105225
ST-1835,1074.대명초교입구 사거리,37.54683685,127.14916229
ST-1836,1075.천동초교 삼거리,37.54136276,127.13718414
ST-1837,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),37.53989410,127.14103699
ST-1838,1077.강동역 1번출구 앞,37.53627014,127.13246918
ST-1839,1078.둔촌사거리,37.52197647,127.13362122
ST-1840,1079.강일동입구교차로,37.56184387,127.17084503
ST-1842,1081.트레빌빌딩,37.53699875,127.12953186
ST-1843,1082.중앙보훈병원역3번출구,37.52908707,127.14883423
ST-1844,1083.광문고교사거리(아이파크),37.56036758,127.15659332
ST-1687,1084. 윤선생빌딩(JYP사옥),37.52392960,127.12912750
ST-1845,1085.래미안 솔베뉴(고덕로),37.55456924,127.14587402
ST-1846,1086.래미안 솔베뉴(구천면로),37.55059814,127.14545441
ST-1848,1088.풍납사거리(강동),37.52812195,127.11952209
ST-1849,1089.고덕 래미안힐스테이트(201동),37.56060028,127.14669800
ST-1850,1090.상일동역 2번출구 앞,37.55678940,127.16614532
ST-507,1101. 상사마을 버스정류장(아라대교방면),37.58161163,126.79859924
ST-508,1102. 방화사거리 마을버스 버스정류장,37.57364273,126.81180573
ST-831,1103. 방화역 4번출구앞,37.57710648,126.81199646
ST-509,1105. 방화근린공원,37.58162308,126.81265259
ST-824,1106. 신방화사거리,37.57256317,126.81642151
ST-510,1108. 공항시장역 2번출구 뒤,37.56387329,126.81060791
ST-511,1109. 공항시장역 4번출구,37.56334686,126.81048584
ST-828,1110. 공항중학교앞,37.56220245,126.81624603
ST-512,1111. 마곡엠밸리6_7단지 마곡중학교,37.56698227,126.82180023
ST-513,1112. 마곡엠밸리4단지 정문,37.56857681,126.82477570
ST-514,1113. 서남환경공원 버스정류장,37.57312393,126.82238770
ST-834,1117. 등촌5단지아파트 버스정류장,37.55819702,126.84426117
ST-516,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),37.55746078,126.86145782
ST-517,1119. 염창동 한마음아파트 앞,37.55425262,126.86756134
ST-518,1120. 대림경동아파트앞,37.56478500,126.85464478
ST-519,1121. 가양레포츠센터 앞,37.55947876,126.86437988
ST-520,1122. 황금내근린공원,37.56192398,126.86416626
ST-522,1124. 발산역 6번 출구 뒤,37.55817795,126.83845520
ST-523,1126. 우장산역 1번출구옆(우장산아이파크105동앞),37.54890823,126.83656311
ST-524,1127. 화곡역 버스정류장,37.54098129,126.83854675
ST-829,1128. 화곡역 6번출구,37.54141235,126.84022522
ST-526,1130. 화곡본동시장 버스정류장,37.54275131,126.84262085
ST-528,1132. 등촌역 7번출구,37.55110931,126.86370850
ST-530,1135. 강서구의회,37.54653168,126.86254883
ST-532,1137. 등촌2동주민센터,37.54126358,126.86337280
ST-533,1139. 용문사 버스정류장,37.53852081,126.86343384
ST-534,1140. 목동사거리 버스정류장,37.53139877,126.86360931
ST-535,1141. 곰달래 문화복지센터 A,37.52906036,126.84848022
ST-536,1145. 곰달래 문화복지센터 B,37.52891922,126.84808350
ST-538,1148. 볏골공원,37.54146957,126.84477997
ST-975,1149. 신방화역환승주차장,37.56728363,126.81827545
ST-1062,1150. 송정역 1번출구,37.56153107,126.81069946
ST-1063,1151. 마곡역1번출구,37.56020737,126.82414246
ST-1064,1152. 마곡역교차로,37.55831146,126.82652283
ST-1065,"1153. 발산역 1번, 9번 인근 대여소",37.55894852,126.83717346
ST-1067,1155. 기쁜우리복지관,37.56925964,126.84841919
ST-1069,1157. 강서구청,37.55065918,126.84976959
ST-1249,1158. 가양역 8번출구,37.56103516,126.85481262
ST-1250,1159. 서서울모터리움 앞,37.56585312,126.84659576
ST-1251,1160. 양천향교역 7번출구앞,37.56768036,126.84089661
ST-1252,1161. 강서면허시험장 앞,37.54969406,126.81966400
ST-1253,1162. 공항초등학교건너편,37.56267929,126.82047272
ST-1254,1163. 방화동강서기동대앞,37.57049942,126.82008362
ST-1338,1165. 마곡중학교 후문,37.56844711,126.82164764
ST-1351,1166. 강서구립등빛도서관,37.56256866,126.84246063
ST-1352,1167. 마곡수명산파크3단지 교차로,37.55350876,126.82586670
ST-1402,1168. 마곡엠밸리10단지 앞,37.56029129,126.81875610
ST-1506,1169. 염창역 1번 출구,37.54719925,126.87448883
ST-1507,1170. 강서구보건소,37.54917908,126.86879730
ST-1508,1171. 염창동 새마을금고 건너편,37.55004883,126.87316132
ST-1509,1172. 가양3동 주민센터,37.56124878,126.86058044
ST-1510,1173. 강서구청사거리(SH타워),37.55673599,126.85307312
ST-1511,1174. 강서구청사거리(부민병원),37.55661392,126.85116577
ST-1512,1175. 대한항공 인력개발센터,37.55437851,126.85753632
ST-1514,1177. 수명중․고교,37.55010986,126.82367706
ST-1515,1178. 개화산역 2번 출구,37.57247162,126.80616760
ST-1517,1180. 마곡엠밸리 15단지(1502동) 건너편,37.55746841,126.82971954
ST-1518,1181. 농수산식품공사 (강서지사),37.55104446,126.81849670
ST-1519,1182. KBS 스포츠월드,37.55687714,126.84880829
ST-1520,1183. 강서대학교,37.54832077,126.85340118
ST-1645,1184. 마곡13단지,37.55644989,126.81597900
ST-1646,1185. 등촌9단지,37.56290054,126.84947205
ST-1647,1186. 송정중학교,37.55472946,126.81609344
ST-1676,1187. 강서수산물도매시장,37.55302048,126.81836700
ST-1708,1188. 롯데중앙연구소,37.57138062,126.82833862
ST-1709,1190. 마곡역 교차로(2번출구),37.56050110,126.82665253
ST-1689,"1191. 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",37.56024170,126.82716370
ST-1710,1192. 마곡수명산파크 209동 건너편,37.55545044,126.82689667
ST-1688,1193. 마곡센트럴타워 1차,37.55947113,126.83207703
ST-1712,1195. 코오롱One&Only타워,37.56412888,126.83431244
ST-1713,1196. 서울식물원(문화센터) 건너편,37.56824112,126.83583069
ST-1714,1197. 엠펠리체 호텔 건너편,37.56024170,126.83580780
ST-1715,1198. LG 사이언스파크,37.56254959,126.82743835
ST-1694,1199. 우장산역 3번출구,37.54782104,126.83612823
ST-1695,1200. 개화광역환승센터,37.57844925,126.79897308
ST-838,1201. 가락시장역 3번 출구,37.49317932,127.11854553
ST-737,1203. 밀리아나2빌딩 앞,37.49372864,127.12062073
ST-930,1204. 거여역 3번출구,37.49334335,127.14472961
ST-539,1205. 종합운동장역 4번출구,37.51042938,127.07137299
ST-540,1206. 9호선종합운동장역 9번출구,37.51128006,127.07823944
ST-738,1207. 마천중앙시장,37.49975586,127.15250397
ST-541,1208. 풍납현대아파트쉼터,37.52974701,127.11996460
ST-542,1209. 잠실나루역 (2번 출구 쪽),37.52045059,127.10420227
ST-891,1210. 롯데월드타워(잠실역2번출구 쪽),37.51312637,127.10095978
ST-839,1212. 송파역 2번 출구앞,37.49941254,127.11286926
ST-543,1213. 백토공원 앞,37.50831985,127.13321686
ST-740,1214. 오금역 7번 출구 인근,37.50259399,127.12764740
ST-544,1215. 올림픽공원역 1번출구 앞,37.51657104,127.13153839
ST-545,1217. 송파파인타운 7단지,37.47930527,127.12979889
ST-892,1218. 방이역 4번출구,37.50896835,127.12583923
ST-546,1220. 잠실근린공원,37.50569153,127.08403778
ST-933,1221. 삼전역 4번출구,37.50419998,127.08753204
ST-547,1222. 잠실새내역 5번 출구 뒤,37.51198196,127.08505249
ST-548,1224. 아시아지하보도 2번 출구,37.51216888,127.07893372
ST-894,1226. 잠실4동 주민센터 옆,37.52007675,127.11236572
ST-895,1227. 거여역 8번출구 뒤,37.49312592,127.14382172
ST-896,1228. 마천사거리 ,37.49769974,127.14620209
ST-549,1229. 송파체육문화회관 앞,37.49068832,127.14312744
ST-897,1230. 송파중학교 정문,37.49567032,127.13059235
ST-840,1231. 잠실역 6번출구,37.51408768,127.09902954
ST-550,1232. 잠실주공 521동 건너편,37.51184082,127.09568787
ST-551,1233. 잠실3거리(갤러리아팰리스),37.51050949,127.09336853
ST-553,1235. 잠실트리지움310동 옆,37.50887299,127.08716583
ST-899,1239. 문정 법조단지3,37.48084259,127.11801147
ST-900,1240. 문정 법조단지4,37.48057556,127.11856842
ST-901,1241. 문정 법조단지5,37.48123932,127.11979675
ST-902,1242. 문정 법조단지6,37.48163223,127.11916351
ST-903,1243. 문정 법조단지7,37.48453140,127.12016296
ST-904,1244. 문정 법조단지8,37.48153687,127.12212372
ST-905,1245. 문정 법조단지9,37.47946548,127.12532806
ST-906,1246. 문정 법조단지10,37.47750854,127.12632751
ST-907,1247. 문정 법조단지11,37.47882080,127.12351227
ST-908,1248. 방이초등학교,37.51396179,127.12167358
ST-981,1250.문정2동 주민센터,37.48987198,127.11083984
ST-1070,1251. 석촌역 2번출구,37.50593185,127.10774994
ST-1072,1253. 오금역 3번 출구 뒤,37.50165176,127.12818146
ST-1075,1256. 문정현대아파트 교차로,37.49113083,127.12580872
ST-1076,1257. 가락시장역 사거리,37.49209976,127.11775208
ST-1077,1258. 가락미륭아파트 앞,37.49319839,127.12899780
ST-1078,1259. 방이역 1번출구,37.50898361,127.12659454
ST-1079,1260. 방이동 한양3차아파트 옆,37.50630188,127.12139893
ST-1081,1262. 송파여성문화회관 앞,37.50580215,127.10971832
ST-1082,1263. 장지공영차고지,37.48054123,127.13701630
ST-1083,1264. 천호역 10번 출구 앞,37.53858185,127.12280273
ST-1084,1265. 문정동 근린공원,37.48598862,127.12476349
ST-1085,1266. 문정동 글샘 공원,37.47880936,127.12000275
ST-1086,1267. 올림픽공원 남2문 앞,37.51424026,127.12306976
ST-1087,1268. 몽촌토성역 1번출구 옆,37.51728821,127.11419678
ST-1088,1269. 리센츠아파트 ,37.51194382,127.09121704
ST-1089,1271. 송파도서관,37.49998474,127.13539124
ST-1092,1274. 영파여고 앞,37.53284836,127.12104797
ST-1367,1275. 거여초등학교 옆,37.50458908,127.13936615
ST-1408,1277. 성내7교,37.50562668,127.13642120
ST-1409,1278. 송파구청 교차로,37.51579666,127.10681915
ST-1410,1279. 마천금호어울림 1차아파트 건너편,37.49751663,127.15467834
ST-1411,1280. 송파파크데일 2단지입구 앞 주차장,37.49565887,127.15717316
ST-1413,1282. 송파소방서 맞은편(성내4교),37.49987411,127.14147949
ST-1414,1283. 오금공원 사거리,37.50541306,127.13169098
ST-1416,1285. 위례별 유치원 뒤,37.47747040,127.14459229
ST-1417,1286. 위례중앙푸르지오 1단지 앞,37.47437668,127.14067078
ST-1418,1287. 위례아이파크 101동 맞은편,37.47746658,127.14151001
ST-1419,1288. 문정중교 사거리,37.48799896,127.13108826
ST-1422,1289. 풍납토성 서성벽터B,37.53147125,127.11109161
