시영4(독지1리돌내),233000192
11-3,233000194
11-2,233000195
11,233000196
12,233000197
13,233000198
27,233000200
27-1,233000201
22-4,233000106
500,233000113
709,233000114
709-1,233000115
500-3,233000121
76,233000122
701-1,233000127
1008전,233000129
1560A,233000132
200,233000137
6-3A,233000138
25,207000013
51,215000005
38-2,233000143
702,233000145
9A,233000146
19A,233000147
9-1,233000148
19-1,233000149
9B,233000150
19B,233000151
5,233000152
2000,232000091
90-4,215000201
5500-1,234000001
1116,234000005
765,234000006
065(봉중하교),229000270
76-8,228000222
065(봉중등교),229000201
7-1,232000101
6800,234000018
1115-2,234000019
116-3,234000022
065(봉고),229000200
112,234000036
15,200000105
500,234000043
720,234000047
1115,234000048
1119,234000049
5500,234000052
77-1,234000055
52,234000071
1-5,234000073
11-1,215000231
60-1,215000232
8517부천-광주,241006480
94-1,214000084
5800부천-여수,241006867
33,233000008
33,233000009
1111,234000318
32-5,234000330
7200,234000342
1500-3,234000343
58-4,234000352
50-1,234000353
55-7,234000356
55-9,234000358
56,234000363
56-1,234000364
55-4,234000366
989-2,234000367
55-5,234000370
50,234000374
58-11,234000382
58-12,234000385
58-7,234000387
50-4,234000389
50-2,234000391
50-11,234000393
50-12,234000396
50-14,234000398
50-18,234000399
61-3,234000402
61-1,234000405
61-2,234000406
987-1,234000414
982,234000415
51-9,234000416
58,234000418
62-4,234000424
62-2,234000427
50-5,234000431
51-18,234000434
51-17,234000437
51-16,234000439
51-15,234000440
59-9,234000442
58-18,234000443
51-13,234000445
7602대구서부-해인사,241007106
24-41,234000465
24-6,234000471
21-5,234000474
21-6,234000475
22-7,234000479
27-2,233000202
17-1,233000203
50-2,233000204
50-5,233000205
7,233000206
8A,233000207
8,233000208
9,233000209
9-1,233000210
6-3,233000211
7-1,233000212
22-2,233000213
22-4,233000214
5-1A,233000215
5-2,233000216
5,233000217
50-1,233000218
50-3,233000219
50-4,233000220
50-6,233000221
50-7,233000222
50-8,233000223
50-9,233000224
5-1B,233000225
10-2,233000227
10,233000228
10-1,233000229
10-3,233000230
10-4,233000231
10-5,233000232
36-2,233000233
36-3,233000234
36-1,233000235
36,233000236
39,233000237
39-1,233000238
39-2,233000239
37,233000240
13-3,233000241
13-2,233000242
13-1,233000243
31,233000244
6-1,233000245
35-1,233000246
35-2,233000247
66,233000248
35-3,233000249
35-3A,233000250
15-2,233000251
66A,233000255
