from_node,to_node,distance,route_id,bus_number,from_ars_id
113000053,113000056,305.2560600467786,100000004,8001,14143
113000056,102000133,530.4774100691691,100000004,8001,14146
102000133,102000134,425.09682201403723,100000004,8001,3227
102000134,101000013,311.84689480137484,100000004,8001,3228
101000013,101000006,316.74186662225526,100000004,8001,2105
101000006,101000047,597.2767987702085,100000004,8001,2006
101000047,101000046,66.5132849477176,100000004,8001,2146
101000046,101000014,760.7996012427402,100000004,8001,2145
101000014,101000011,282.69884789545824,100000004,8001,2106
101000011,101000010,282.17535008691794,100000004,8001,2103
101000010,101000009,432.1699454669145,100000004,8001,2102
101000009,113000055,527.8136342499142,100000004,8001,2101
113000055,113000058,752.7775197080271,100000004,8001,14145
123000169,123000173,311.2981632912677,100000008,8321A,24259
123000173,123000174,320.17471714821346,100000008,8321A,24263
123000174,123000158,167.6497660664078,100000008,8321A,24264
123000158,123000157,559.3149537604054,100000008,8321A,24248
123000157,123000155,381.7398765394772,100000008,8321A,24247
123000155,124000088,686.0982131413163,100000008,8321A,24245
124000088,124000120,360.79918752047894,100000008,8321A,25188
124000120,124000173,275.48250574112274,100000008,8321A,25231
124000173,124000171,321.39937571970194,100000008,8321A,25285
124000171,124000169,302.34427014394646,100000008,8321A,25283
124000169,123000376,323.17322914310785,100000008,8321A,25281
123000376,123900005,263.6174553582884,100000008,8321A,24468
123900005,123000033,232.85495938952147,100000008,8321A,24501
123000033,104000072,2664.7851200334135,100000008,8321A,24121
104000072,104000062,444.74854888197507,100000008,8321A,5165
104000062,104000049,448.3809880378547,100000008,8321A,5155
104000049,104000050,423.05278425686487,100000008,8321A,5142
104000050,104000134,503.9489239785541,100000008,8321A,5143
104000134,104000135,340.9898817329183,100000008,8321A,5227
104000135,104000136,334.69701018309775,100000008,8321A,5228
104000136,104000125,241.02560764810553,100000008,8321A,5229
104000125,104000121,290.5887622820654,100000008,8321A,5218
104000121,104000108,169.95967292443885,100000008,8321A,5214
104000108,104000120,194.38056350478598,100000008,8321A,5201
104000120,104000117,189.87197589666604,100000008,8321A,5213
104000117,104000097,328.545524556315,100000008,8321A,5210
104000097,104000098,364.9764507210035,100000008,8321A,5190
104000098,104000100,350.42017390066593,100000008,8321A,5191
104000100,123000508,1603.2881749283438,100000008,8321A,5193
123000508,123000045,995.1493786026497,100000008,8321A,24480
123000045,123000047,350.85165125998117,100000008,8321A,24134
123000047,123000108,485.8472989149066,100000008,8321A,24136
123000108,123000113,460.20258040837984,100000008,8321A,24197
123000113,123000136,307.15211591384144,100000008,8321A,24202
123000136,123000137,263.8227211462902,100000008,8321A,24225
123000137,123000132,281.5049545037459,100000008,8321A,24226
123000132,123000138,290.6607622026079,100000008,8321A,24221
123000138,123000140,345.81418739845185,100000008,8321A,24227
123000140,123000175,382.1762377298268,100000008,8321A,24229
123000175,123000172,315.98985431325593,100000008,8321A,24265
123000172,123000170,387.457592424166,100000008,8321A,24262
104000096,104000168,345.94202497335584,100000009,8321B,5189
104000168,104000118,126.43429929265052,100000009,8321B,5261
104000118,104000119,209.25892584222038,100000009,8321B,5211
104000119,104000109,209.17614303947323,100000009,8321B,5212
104000109,104000110,95.38958263509086,100000009,8321B,5202
104000110,104000111,296.7481302243521,100000009,8321B,5203
104000111,104000139,268.36140219848016,100000009,8321B,5204
104000139,104000141,601.62176803433,100000009,8321B,5232
104000141,104000138,170.24598145813997,100000009,8321B,5234
104000138,104000290,427.3144251270583,100000009,8321B,5231
104000290,104000051,416.6382966816198,100000009,8321B,5233
104000051,104000057,416.19548905692557,100000009,8321B,5144
104000057,104000071,398.1696652327256,100000009,8321B,5150
104000071,123000143,2904.920454717588,100000009,8321B,5164
123000143,124000196,284.8648969405837,100000009,8321B,24232
124000196,124000170,232.96882505389135,100000009,8321B,25313
124000170,124000172,294.0692516790846,100000009,8321B,25282
124000172,124000174,313.9051573273321,100000009,8321B,25284
124000174,124000119,277.5510030950942,100000009,8321B,25286
124000119,123000144,345.7455002996988,100000009,8321B,25230
123000144,123000153,309.7501838714321,100000009,8321B,24234
123000153,123000154,383.3461076980185,100000009,8321B,24243
123000154,123000156,430.943376029672,100000009,8321B,24244
123000156,123000141,580.2547097655445,100000009,8321B,24246
123000141,123000139,295.99614320448154,100000009,8321B,24230
123000139,123000129,246.13736033426946,100000009,8321B,24228
123000129,123000130,216.5889171620533,100000009,8321B,24218
123000130,123000300,267.2188917090753,100000009,8321B,24219
123000300,123000131,247.45664297599404,100000009,8321B,24391
123000131,123000125,237.1106519301151,100000009,8321B,24220
123000125,123000126,453.3925215325237,100000009,8321B,24214
123000126,123000043,556.4384832153047,100000009,8321B,24215
123000043,123000044,196.28311955671944,100000009,8321B,24132
123000044,123000507,720.1328585306973,100000009,8321B,24133
123000507,104000101,1566.6401441028504,100000009,8321B,24479
104000101,104000094,109.93423840104079,100000009,8321B,5194
104000094,104000092,290.02338533847865,100000009,8321B,5187
104000092,104000090,384.01422436849344,100000009,8321B,5185
104000090,104000116,305.362978197603,100000009,8321B,5183
100000184,100000183,679.7158284504625,100000011,54321,1282
100000183,100000009,981.9238549132006,100000011,54321,1281
100000009,100000184,364.1137055248446,100000012,12345,1104
100000184,100000183,679.7158284504625,100000012,12345,1282
100000343,100000019,8.182287418159172,100000014,1991,1777
100000019,100000170,98.66623603905958,100000014,1991,1114
100000170,100000173,228.62045945917507,100000014,1991,1268
100000173,100000018,6.731634693307596,100000014,1991,1271
121000167,121000166,1201.9951286636913,100000015,N854,22243
121000166,121000165,436.3207970179428,100000015,N854,22242
121000165,121000533,370.1371780583097,100000015,N854,22241
121000533,121000532,580.41538758785,100000015,N854,22027
121000532,121000531,323.44233231639697,100000015,N854,22029
121000531,121000530,318.0146247961982,100000015,N854,22031
121000530,121000149,372.8784378726277,100000015,N854,22033
121000149,121000024,762.1520208705773,100000015,N854,22225
121000024,121000022,517.5318922582328,100000015,N854,22024
121000022,121000020,870.9228173703201,100000015,N854,22022
121000020,121000135,481.3595771336657,100000015,N854,22020
121000135,121000142,544.1229009108995,100000015,N854,22211
121000142,121000057,604.2636424031439,100000015,N854,22218
121000057,121000027,336.34313616584126,100000015,N854,22133
121000027,121000028,455.50661873138415,100000015,N854,22103
121000028,121000038,359.81826792667147,100000015,N854,22104
121000038,122000184,484.9247411569365,100000015,N854,22114
122000184,122000185,418.6440216623056,100000015,N854,23287
122000185,122000178,358.12791754420556,100000015,N854,23288
122000178,122000166,573.7344580987719,100000015,N854,23281
122000166,122000045,253.30325942625947,100000015,N854,23269
122000045,122000046,352.2818525295088,100000015,N854,23145
122000046,122000032,440.14605567098783,100000015,N854,23146
122000032,122000033,404.2179573441636,100000015,N854,23132
122000033,122000024,263.46245414785125,100000015,N854,23133
122000024,122000025,389.9749699761882,100000015,N854,23124
122000025,122000026,299.4096573368457,100000015,N854,23125
122000026,122000082,549.3523997397834,100000015,N854,23126
122000082,122000065,640.0992878451485,100000015,N854,23185
122000065,104000127,1610.674000679487,100000015,N854,23167
104000127,104000123,336.1668329814696,100000015,N854,5220
104000123,104000124,430.4411550880085,100000015,N854,5216
104000124,104000137,78.70241643502497,100000015,N854,5217
104000137,103000110,433.2745441517447,100000015,N854,5230
103000110,103000091,193.96449374297765,100000015,N854,4209
103000091,103000090,335.6678040111223,100000015,N854,4190
103000090,122000064,1700.6025851094573,100000015,N854,4189
122000064,122000077,440.18838764071216,100000015,N854,23166
122000077,122000059,612.5495747159546,100000015,N854,23180
122000059,122000651,282.206306557654,100000015,N854,23161
122000651,122000050,380.0807105420368,100000015,N854,23155
122000050,122000013,327.0505097945876,100000015,N854,23151
122000013,122000014,405.5385086325442,100000015,N854,23113
122000014,122000019,537.5193883133694,100000015,N854,23114
122000019,122000324,272.6368024197481,100000015,N854,23119
122000324,122000165,286.8590954099276,100000015,N854,23431
122000165,122000179,474.27127924343006,100000015,N854,23268
122000179,122000180,191.12975743260256,100000015,N854,23282
122000180,122000181,490.86115711850056,100000015,N854,23283
122000181,121000091,284.4690305906036,100000015,N854,23284
121000091,121000092,363.3776890449986,100000015,N854,22167
121000092,121000093,280.70371491556386,100000015,N854,22168
121000093,121000094,374.7895996092125,100000015,N854,22169
121000094,121000095,304.9389123077857,100000015,N854,22170
121000095,121000121,382.09536326542894,100000015,N854,22171
121000121,121000123,356.49021498169236,100000015,N854,22197
121000123,121000019,690.2231832719492,100000015,N854,22199
121000019,121000021,890.6012408466411,100000015,N854,22019
121000021,121000023,528.6322649696509,100000015,N854,22021
121000023,119000289,770.7693134435752,100000015,N854,22023
119000289,119000288,374.3848054874487,100000015,N854,20015
119000288,119000287,293.4766459396346,100000015,N854,20016
119000287,119000286,376.9605207959048,100000015,N854,20017
119000286,119000285,555.3496906768125,100000015,N854,20018
119000285,119000284,283.5963537259949,100000015,N854,20019
119000284,120000059,572.752294979335,100000015,N854,20020
120000059,120000060,367.0939758598334,100000015,N854,21161
120000060,120000061,887.2616038879435,100000015,N854,21162
111000907,111000001,248.22451992866488,100000016,N876,35331
111000001,111000003,586.1481789895774,100000016,N876,12001
111000003,111000005,491.3204117845842,100000016,N876,12003
111000005,111000007,791.0144398282091,100000016,N876,12005
111000007,112000129,394.95491220707356,100000016,N876,12007
112000129,111000085,316.2248220522724,100000016,N876,13212
111000085,111000086,449.72954421670437,100000016,N876,12173
111000086,111000327,364.21897609963696,100000016,N876,12174
111000327,111000087,219.20457590891417,100000016,N876,12422
111000087,111000088,405.1108302489771,100000016,N876,12175
111000088,111000074,224.93951347360192,100000016,N876,12176
111000074,111000076,515.1601702816012,100000016,N876,12162
111000076,112000137,426.1090214860245,100000016,N876,12164
112000137,112000135,298.7161142254715,100000016,N876,13220
112000135,112000134,242.87365249608732,100000016,N876,13218
112000134,112000132,370.15361276297205,100000016,N876,13217
112000132,112000130,255.57322901649107,100000016,N876,13215
112000130,112000072,319.24955064881084,100000016,N876,13213
112000072,112000070,305.97948631050514,100000016,N876,13155
112000070,112000352,361.7988034264154,100000016,N876,13153
112000352,112000068,234.83383806085592,100000016,N876,13749
112000068,112000066,260.83980427165926,100000016,N876,13151
112000066,113000135,439.7147480127914,100000016,N876,13149
113000135,113000414,643.9930368938533,100000016,N876,14226
113000414,113000413,515.9899098522665,100000016,N876,14016
113000413,113000412,752.0468799773944,100000016,N876,14014
113000412,118000088,2059.7290071628945,100000016,N876,14012
118000088,118000089,406.31097079489814,100000016,N876,19173
118000089,118000040,479.4598727357784,100000016,N876,19174
118000040,118000036,507.59979102613494,100000016,N876,19125
118000036,118000035,358.70345361064045,100000016,N876,19121
118000035,118000032,333.64001193576746,100000016,N876,19120
118000032,118000033,283.0705730539746,100000016,N876,19117
118000033,118000019,275.85159547826333,100000016,N876,19118
118000019,118000037,339.3337393895245,100000016,N876,19104
118000037,118000041,461.498699823841,100000016,N876,19122
118000041,118000090,507.5612886197712,100000016,N876,19126
118000090,118000087,319.3364454103599,100000016,N876,19175
118000087,113000423,2691.2954871231154,100000016,N876,19172
113000423,113000422,478.3764730267518,100000016,N876,14013
113000422,112000064,774.0052207939356,100000016,N876,14015
112000064,112000065,393.581081094187,100000016,N876,13147
112000065,112000067,286.499369388883,100000016,N876,13148
112000067,112000337,274.29881709932755,100000016,N876,13150
112000337,112000069,306.8968523507282,100000016,N876,13731
112000069,112000071,319.80948756784255,100000016,N876,13152
112000071,112000131,382.91012468285487,100000016,N876,13154
112000131,112000133,202.24135915364306,100000016,N876,13214
112000133,112000175,291.92456327442056,100000016,N876,13216
112000175,112000136,350.43878337907137,100000016,N876,13258
112000136,112000138,245.71919994156374,100000016,N876,13219
112000138,111000067,366.4072960538342,100000016,N876,13221
111000067,111000069,572.3723634399943,100000016,N876,12155
111000069,111000081,278.21542706757583,100000016,N876,12157
111000081,111000082,318.03953350151335,100000016,N876,12169
111000082,111000328,208.39589221582295,100000016,N876,12170
111000328,111000274,343.69401516658445,100000016,N876,12423
111000274,111000084,429.09410473734755,100000016,N876,12364
111000084,111000008,489.2931189680914,100000016,N876,12172
111000008,111000006,805.8333464125712,100000016,N876,12008
111000006,111000004,391.4092917431346,100000016,N876,12006
111000004,111000002,687.0837385748442,100000016,N876,12004
111000002,111000468,275.44381311596806,100000016,N876,12002
100000419,100000415,247.74570639951207,100000020,청와대A01,1280
100000415,100000416,449.9675922950703,100000020,청와대A01,1119
100000416,100000417,519.7453320355597,100000020,청와대A01,1601
100000417,100000418,413.5760768807273,100000020,청와대A01,1602
100000418,100000420,573.2227545408693,100000020,청와대A01,1603
101000331,101000053,303.9343613061884,100100001,01A,2291
101000053,101000054,207.70717970973652,100100001,01A,2152
101000054,101000103,478.8537953837589,100100001,01A,2153
101000103,101000293,337.26308722519684,100100001,01A,2207
101000293,101000117,322.2698686239862,100100001,01A,2288
101000117,101000106,864.5346088771122,100100001,01A,2222
101000106,101000149,193.91622354213607,100100001,01A,2210
101000149,102000226,673.1033633324408,100100001,01A,2254
102000226,102000316,837.4423515979212,100100001,01A,3320
102000316,101000111,407.74604960627335,100100001,01A,3347
101000111,101000265,314.08707383066934,100100001,01A,2215
101000265,101000029,257.5222544219613,100100001,01A,2285
101000029,101000033,371.66888269215355,100100001,01A,2124
101000033,101000039,690.4560304020683,100100001,01A,2128
101000039,100000023,427.7322034970873,100100001,01A,2137
100000023,100000415,806.1963488563789,100100001,01A,1118
100000415,100000416,449.9675922950703,100100001,01A,1119
100000416,100000417,519.7453320355597,100100001,01A,1601
100000417,100000418,413.5760768807273,100100001,01A,1602
100000418,100000104,566.8659803273093,100100001,01A,1603
100000104,100000413,576.5586455228272,100100001,01A,1200
100000413,100000004,305.0966128306042,100100001,01A,1297
100000004,101000001,399.7529806886984,100100001,01A,1004
101000001,101000331,603.4560363867437,100100001,01A,2001
101000033,101000039,690.4560304020683,100100002,03,2128
101000039,100000023,427.7322034970873,100100002,03,2137
100000023,100000022,392.2756554958625,100100002,03,1118
100000022,100000104,475.41098796757274,100100002,03,1117
100000104,100000413,576.5586455228272,100100002,03,1200
100000413,100000004,305.0966128306042,100100002,03,1297
100000004,101000001,399.7529806886984,100100002,03,1004
101000001,101000051,530.3348236156672,100100002,03,2001
101000051,101000032,507.50045539011234,100100002,03,2150
101000032,101000033,216.8961889414717,100100002,03,2127
101000033,101000039,690.4560304020683,100100002,03,2128
101000039,100000023,427.7322034970873,100100002,03,2137
100000023,100000022,392.2756554958625,100100002,03,1118
100000022,100000104,475.41098796757274,100100002,03,1117
100000104,100000413,576.5586455228272,100100002,03,1200
100000413,100000004,305.0966128306042,100100002,03,1297
100000004,101000001,399.7529806886984,100100002,03,1004
101000001,101000051,530.3348236156672,100100002,03,2001
101000051,101000032,507.50045539011234,100100002,03,2150
101000032,101000033,216.8961889414717,100100002,03,2127
101000033,101000039,690.4560304020683,100100002,03,2128
101000039,100000023,427.7322034970873,100100002,03,2137
100000023,100000022,392.2756554958625,100100002,03,1118
100000022,100000104,475.41098796757274,100100002,03,1117
100000104,100000413,576.5586455228272,100100002,03,1200
100000413,100000004,305.0966128306042,100100002,03,1297
100000004,101000001,399.7529806886984,100100002,03,1004
101000001,101000051,530.3348236156672,100100002,03,2001
101000051,101000032,507.50045539011234,100100002,03,2150
102000226,102000073,924.2539415302314,100100003,05,3320
102000073,101000111,389.70694875074673,100100003,05,3167
101000111,101000265,314.08707383066934,100100003,05,2215
101000265,101000029,257.5222544219613,100100003,05,2285
101000029,101000031,441.0210344601113,100100003,05,2124
101000031,101000050,432.2362783257879,100100003,05,2126
101000050,101000053,661.0321678953518,100100003,05,2149
101000053,101000054,207.70717970973652,100100003,05,2152
101000054,101000103,478.8537953837589,100100003,05,2153
101000103,101000101,364.947450247185,100100003,05,2207
101000101,101000166,521.1180188822121,100100003,05,2205
101000166,101000078,451.557357691827,100100003,05,2275
101000078,101000085,248.80585127333887,100100003,05,2178
101000085,101000088,433.6743793315885,100100003,05,2187
101000088,101000089,423.1339128534661,100100003,05,2190
101000089,101000117,570.1236998791873,100100003,05,2191
101000117,101000106,864.5346088771122,100100003,05,2222
101000106,101000149,193.91622354213607,100100003,05,2210
108000014,108000015,213.59037795059527,100100006,101,9102
108000015,109000115,397.6552716267939,100100006,101,9103
109000115,109000117,361.5336107350984,100100006,101,10200
109000117,109000119,348.1013605877689,100100006,101,10202
109000119,109000121,107.53825198732135,100100006,101,10204
109000121,109900046,188.98439615204845,100100006,101,10206
109900046,109000125,222.38208477121742,100100006,101,10747
109000125,109000127,222.7107734499655,100100006,101,10210
109000127,109000129,294.97236820079394,100100006,101,10212
109000129,109000131,257.03421869468633,100100006,101,10214
109000131,109000013,304.2325752864158,100100006,101,10216
109000013,109000015,705.393325812355,100100006,101,10013
109000015,109000017,433.93637329495243,100100006,101,10015
109000017,108000001,535.7259387464779,100100006,101,10017
108000001,108000378,446.7519929008914,100100006,101,9001
108000378,108000003,255.81391987263237,100100006,101,9013
108000003,108000005,590.2372449368185,100100006,101,9003
108000005,108000007,739.7172069939504,100100006,101,9005
108000007,108000009,601.5685175739484,100100006,101,9007
108000009,108000011,670.3984037626705,100100006,101,9009
108000011,107000058,882.5598000766332,100100006,101,9011
107000058,107000060,522.5533089551506,100100006,101,8148
107000060,107000062,243.087839342618,100100006,101,8150
107000062,107000064,531.0265523847299,100100006,101,8152
107000064,107000066,698.2562215073877,100100006,101,8154
107000066,107000067,474.1238775717611,100100006,101,8156
107000067,107000068,370.67362375401643,100100006,101,8157
107000068,107000069,470.9668832726767,100100006,101,8158
107000069,100000147,485.91916041793064,100100006,101,8159
100000147,100000367,331.5380592075327,100100006,101,1243
100000367,100000365,669.0145705301941,100100006,101,1044
100000365,100000397,603.758237312178,100100006,101,1037
100000397,100000395,538.7312618411115,100100006,101,1022
100000395,100000393,372.4780401052265,100100006,101,1020
100000393,100000391,477.6339332757259,100100006,101,1018
100000391,100000389,304.525058167642,100100006,101,1016
100000389,100000387,432.3999885084694,100100006,101,1014
100000387,100000385,329.6645849393668,100100006,101,1012
100000385,100000028,585.9747919570069,100100006,101,1010
100000028,100000376,313.06690858254666,100100006,101,1123
100000376,112000169,526.5893968261886,100100006,101,1165
112000169,101000036,552.078729960418,100100006,101,13252
101000036,101000039,622.9327798475788,100100006,101,2133
101000039,100000386,381.8573564779638,100100006,101,2137
100000386,100000388,345.9252454962769,100100006,101,1011
100000388,100000390,377.1600318454615,100100006,101,1013
100000390,100000392,481.3887674536286,100100006,101,1015
100000392,100000394,383.68466629629205,100100006,101,1017
100000394,100000396,476.8279806030839,100100006,101,1019
100000396,100000398,839.3396151121384,100100006,101,1021
100000398,100000366,448.92349726556466,100100006,101,1023
100000366,105000552,518.6501273466963,100100006,101,1041
105000552,105000092,402.0397765207147,100100006,101,6107
105000092,105000091,484.9117190343749,100100006,101,6178
105000091,105000090,423.44186360075935,100100006,101,6177
105000090,105000089,336.0907732113036,100100006,101,6176
105000089,107000065,708.2373902474424,100100006,101,6175
107000065,107000063,454.9397652638267,100100006,101,8155
107000063,107000061,322.99690754204175,100100006,101,8153
107000061,107000059,568.9708949754012,100100006,101,8151
107000059,108000012,783.9159089145583,100100006,101,8149
108000012,108000010,666.2642110152118,100100006,101,9012
108000010,108000008,638.0729098553967,100100006,101,9010
108000008,108000006,704.2558583622083,100100006,101,9008
108000006,108000004,806.9419393842242,100100006,101,9006
108000004,108000002,480.2123462124416,100100006,101,9004
108000002,109000018,524.1334369218099,100100006,101,9002
109000018,109000016,420.5123344572621,100100006,101,10018
109000016,109000014,725.0997798801833,100100006,101,10016
109000014,109000132,387.4622804817569,100100006,101,10014
109000132,109000130,282.9403776774929,100100006,101,10217
109000130,109000128,285.0633912687536,100100006,101,10215
109000128,109000126,228.00173198676154,100100006,101,10213
109000126,109900076,193.65187363285355,100100006,101,10211
109900076,109000122,127.31127710069715,100100006,101,10564
109000122,109000120,247.31600933983583,100100006,101,10207
109000120,109000118,376.5828672100341,100100006,101,10205
109000118,109000116,289.07078642531684,100100006,101,10203
109000116,109000236,146.98808727329967,100100006,101,10201
109000236,108000016,353.44844806783016,100100006,101,10325
110000093,110000108,229.45377433698434,100100007,102,11193
110000108,110000110,391.735032363285,100100007,102,11208
110000110,110000144,468.36712241111593,100100007,102,11210
110000144,110000145,292.21622625576157,100100007,102,11244
110000145,110000146,248.6735400673537,100100007,102,11245
110000146,110000271,215.75906174874504,100100007,102,11246
110000271,110000148,293.9321723213158,100100007,102,11372
110000148,109000191,529.7070162170509,100100007,102,11248
109000191,109000156,495.3203301396929,100100007,102,10279
109000156,109000159,376.51898775564644,100100007,102,10242
109000159,109000161,408.70964888149024,100100007,102,10245
109000161,109000163,171.88632513874046,100100007,102,10247
109000163,109000242,158.67869146389785,100100007,102,10249
109000242,109000165,229.40802932650217,100100007,102,10331
109000165,108000064,233.44918571653773,100100007,102,10251
108000064,108000062,288.6797830863445,100100007,102,9152
108000062,108000060,282.258759499599,100100007,102,9150
108000060,108000179,332.84432405401117,100100007,102,9148
108000179,108000005,416.4860792836977,100100007,102,9267
108000005,108000007,739.7172069939504,100100007,102,9005
108000007,108000009,601.5685175739484,100100007,102,9007
108000009,108000011,670.3984037626705,100100007,102,9009
108000011,107000001,777.3092468956435,100100007,102,9011
107000001,107000003,493.5993008083164,100100007,102,8001
107000003,107000005,593.6829132831174,100100007,102,8003
107000005,107000007,645.7012340638933,100100007,102,8005
107000007,107000009,881.5817873113936,100100007,102,8007
107000009,100000005,786.5503796084479,100100007,102,8009
100000005,100000003,510.4359558270078,100100007,102,1005
100000003,100000002,381.7631713776485,100100007,102,1003
100000002,100000122,543.9480227199712,100100007,102,1002
100000122,100000129,217.14573187089732,100100007,102,1218
100000129,100000119,340.0182243481294,100100007,102,1225
100000119,100000118,317.0964951244134,100100007,102,1215
100000118,100000109,567.1187021337566,100100007,102,1214
100000109,100000108,180.40440209197448,100100007,102,1205
100000108,100000123,394.38574591843235,100100007,102,1204
100000123,100000124,342.380886184155,100100007,102,1219
100000124,100000133,384.83463720614293,100100007,102,1220
100000133,107000010,794.7966914754595,100100007,102,1229
107000010,107000008,940.4381906492313,100100007,102,8010
107000008,107000006,634.4251592904614,100100007,102,8008
107000006,107000004,594.6395263266141,100100007,102,8006
107000004,107000002,486.8046582160341,100100007,102,8004
107000002,108000012,792.1342522506538,100100007,102,8002
108000012,108000010,666.2642110152118,100100007,102,9012
108000010,108000008,638.0729098553967,100100007,102,9010
108000008,108000006,704.2558583622083,100100007,102,9008
108000006,108000178,476.1287106180102,100100007,102,9006
108000178,108000061,423.30465583867675,100100007,102,9266
108000061,108000063,280.58321455897897,100100007,102,9149
108000063,108000065,201.5909176328683,100100007,102,9151
108000065,109000164,342.39772975283466,100100007,102,9153
109000164,109000241,159.0489528124736,100100007,102,10250
109000241,109000162,140.42224628489524,100100007,102,10330
109000162,109000160,234.1412830869148,100100007,102,10248
109000160,109000158,407.33144090511604,100100007,102,10246
109000158,109000155,358.6219466479932,100100007,102,10244
109000155,109000190,493.0125818156878,100100007,102,10241
109000190,110000147,510.2568936397173,100100007,102,10278
110000147,110000289,398.8255265383384,100100007,102,11247
110000289,110000157,209.6173885042529,100100007,102,11390
110000157,110000156,321.96100458231496,100100007,102,11257
110000156,110000155,273.366848495694,100100007,102,11256
110000155,110000111,388.3551937774465,100100007,102,11255
110000111,110000109,307.6083631915649,100100007,102,11211
110000391,107000095,444.62873581133243,100100008,103,11493
107000095,107000097,428.5849906037521,100100008,103,8185
107000097,107000522,125.15941166720899,100100008,103,8187
107000522,107000130,159.55984349600445,100100008,103,8239
107000130,107000132,129.88135411448067,100100008,103,8220
107000132,107000197,169.38755682968207,100100008,103,8222
107000197,107000186,258.7754926592757,100100008,103,8293
107000186,107000184,234.20880609164706,100100008,103,8282
107000184,107000182,233.17707076173807,100100008,103,8280
107000182,107000180,228.77719859309678,100100008,103,8278
107000180,107000516,181.22731645894086,100100008,103,8276
107000516,108000101,372.5461941281855,100100008,103,8406
108000101,108000102,384.56115444496885,100100008,103,9189
108000102,107000001,470.79498884955683,100100008,103,9190
107000001,107000003,493.5993008083164,100100008,103,8001
107000003,107000005,593.6829132831174,100100008,103,8003
107000005,107000007,645.7012340638933,100100008,103,8005
107000007,107000085,482.17469299833164,100100008,103,8007
107000085,107000087,385.5110270715048,100100008,103,8175
107000087,107000089,287.4922235436689,100100008,103,8177
107000089,107000091,418.2201071004788,100100008,103,8179
107000091,107000093,235.82080439860408,100100008,103,8181
107000093,100000147,535.8677091083999,100100008,103,8183
100000147,100000367,331.5380592075327,100100008,103,1243
100000367,100000365,669.0145705301941,100100008,103,1044
100000365,100000397,603.758237312178,100100008,103,1037
100000397,100000395,538.7312618411115,100100008,103,1022
100000395,100000393,372.4780401052265,100100008,103,1020
100000393,100000391,477.6339332757259,100100008,103,1018
100000391,100000389,304.525058167642,100100008,103,1016
100000389,100000387,432.3999885084694,100100008,103,1014
100000387,100000385,329.6645849393668,100100008,103,1012
100000385,100000379,633.9061685724627,100100008,103,1010
100000379,112000399,794.2725066323119,100100008,103,1008
112000399,101000006,841.2760901685667,100100008,103,13039
101000006,101000027,343.3134667681058,100100008,103,2006
101000027,101000114,488.28903122872117,100100008,103,2122
101000114,101000043,371.5906969065934,100100008,103,2219
101000043,101000040,556.029579778891,100100008,103,2142
101000040,100000388,319.78091348764843,100100008,103,2139
100000388,100000390,377.1600318454615,100100008,103,1013
100000390,100000392,481.3887674536286,100100008,103,1015
100000392,100000394,383.68466629629205,100100008,103,1017
100000394,100000396,476.8279806030839,100100008,103,1019
100000396,100000398,839.3396151121384,100100008,103,1021
100000398,100000366,448.92349726556466,100100008,103,1023
100000366,105000552,518.6501273466963,100100008,103,1041
105000552,107000094,388.83672763867384,100100008,103,6107
107000094,107000092,284.1724249807638,100100008,103,8184
107000092,107000090,299.76542031098745,100100008,103,8182
107000090,107000088,471.33453332638834,100100008,103,8180
107000088,107000086,320.79133679329516,100100008,103,8178
107000086,107000008,386.51577031011345,100100008,103,8176
107000008,107000006,634.4251592904614,100100008,103,8008
107000006,107000004,594.6395263266141,100100008,103,8006
107000004,107000002,486.8046582160341,100100008,103,8004
107000002,107000011,578.6385851833726,100100008,103,8002
107000011,107000012,400.5627477367671,100100008,103,8101
107000012,107000179,501.9583176737486,100100008,103,8102
107000179,107000181,192.9460662690126,100100008,103,8275
107000181,107000183,210.1092190575493,100100008,103,8277
107000183,107000185,288.659305199085,100100008,103,8279
107000185,107000198,282.87078906635986,100100008,103,8281
107000198,107000131,155.98506613880753,100100008,103,8294
107000131,107000129,155.07023447336405,100100008,103,8221
107000129,107000521,146.05878388734726,100100008,103,8219
107000521,107000098,164.13225548228954,100100008,103,8242
107000098,107000096,473.055506063186,100100008,103,8188
107000096,110000656,298.5043225573567,100100008,103,8186
108000106,108000372,114.49689863581071,100100009,104,9194
108000372,108000108,130.58239226046092,100100009,104,9310
108000108,108000023,420.87770636566603,100100009,104,9196
108000023,108000032,369.74370929177974,100100009,104,9111
108000032,108000034,362.1292882560628,100100009,104,9120
108000034,108000046,599.2613051187695,100100009,104,9122
108000046,108000068,353.71875354371235,100100009,104,9134
108000068,108000070,387.99814663343125,100100009,104,9156
108000070,108000072,509.106883482616,100100009,104,9158
108000072,108000074,237.4498493453058,100100009,104,9160
108000074,108000076,188.79989405652353,100100009,104,9162
108000076,108000078,427.87069880072323,100100009,104,9164
108000078,108000080,300.71115258003664,100100009,104,9166
108000080,107000081,436.798934818923,100100009,104,9168
107000081,107000083,489.8566309968312,100100009,104,8171
107000083,107000003,398.71542354311975,100100009,104,8173
107000003,107000005,593.6829132831174,100100009,104,8003
107000005,107000007,645.7012340638933,100100009,104,8005
107000007,107000009,881.5817873113936,100100009,104,8007
107000009,100000005,786.5503796084479,100100009,104,8009
100000005,100000003,510.4359558270078,100100009,104,1005
100000003,100000002,381.7631713776485,100100009,104,1003
